5743,5737,5000
270, 0
327, 0
4955, 0
4696, 0
1504, 0
285, 0
2943, 0
1203, 0
1546, 0
3722, 0
4832, 0
4315, 0
2542, 0
4532, 0
1459, 0
3093, 0
2723, 0
4181, 0
3394, 0
304, 0
1557, 0
3446, 0
3853, 0
191, 0
4232, 0
2931, 0
2587, 0
4924, 0
4707, 0
1012, 0
2977, 0
1053, 0
4052, 0
1619, 0
4676, 0
702, 0
1114, 0
1920, 0
1659, 0
2783, 0
3656, 0
3662, 0
3173, 0
2294, 0
2731, 0
4749, 0
4202, 0
956, 0
2681, 0
3076, 0
529, 0
675, 0
1751, 0
2621, 0
992, 0
3195, 0
1176, 0
38, 0
4649, 0
1616, 0
1844, 0
4059, 0
4151, 0
4515, 0
63, 0
3019, 0
2710, 0
4697, 0
4909, 0
552, 0
4957, 0
926, 0
1949, 0
2221, 0
4897, 0
1507, 0
474, 0
3715, 0
2470, 0
4271, 0
4629, 0
858, 0
3114, 0
4102, 0
590, 0
931, 0
2926, 0
1918, 0
237, 0
4079, 0
3371, 0
1174, 0
260, 0
460, 0
3820, 0
155, 0
467, 0
487, 0
1999, 0
309, 0
3949, 0
1364, 0
3307, 0
436, 0
831, 0
1668, 0
2090, 0
1142, 0
4859, 0
1694, 0
4604, 0
4499, 0
3074, 0
4327, 0
388, 0
4935, 0
3674, 0
3415, 0
1173, 0
963, 0
673, 0
3283, 0
1009, 0
405, 0
4414, 0
4042, 0
2274, 0
566, 0
2493, 0
2378, 0
3705, 0
2857, 0
3933, 0
1392, 0
1087, 0
2453, 0
3380, 0
4049, 0
396, 0
2768, 0
3223, 0
4985, 0
4745, 0
1404, 0
339, 0
765, 0
4044, 0
2552, 0
4448, 0
3466, 0
1190, 1
2589, 0
519, 0
1226, 0
4943, 0
1498, 0
2928, 0
2631, 0
893, 0
4623, 0
3103, 0
4885, 0
4115, 0
797, 0
2930, 0
402, 0
1223, 0
4103, 0
4220, 0
2720, 0
4284, 0
2158, 0
102, 0
3756, 1
3105, 0
2315, 0
4570, 0
4128, 1
2354, 0
4088, 0
1732, 0
320, 0
1438, 0
434, 0
2549, 0
1425, 0
277, 0
714, 0
3151, 0
3317, 0
1649, 0
3443, 0
2052, 0
1548, 0
962, 0
1207, 0
596, 0
2944, 0
3312, 0
3973, 0
3264, 0
1083, 0
4431, 0
2193, 0
2497, 0
2709, 0
1358, 0
2987, 0
4654, 0
4479, 0
427, 0
2443, 0
923, 0
2021, 0
4805, 0
3106, 0
21, 0
4139, 0
3149, 0
4330, 0
2449, 0
2123, 0
133, 0
3644, 0
2910, 0
856, 0
2611, 0
1033, 0
3468, 0
907, 0
1622, 0
3692, 0
1159, 0
1360, 0
4965, 0
1714, 0
685, 0
1031, 0
1872, 0
148, 0
1842, 0
4719, 0
3593, 0
4325, 0
2314, 0
3000, 0
1661, 0
2922, 0
618, 0
4535, 0
1154, 0
4825, 0
4616, 0
430, 0
4636, 0
2303, 0
4272, 0
1100, 0
1890, 0
2676, 0
2462, 1
4672, 0
4587, 0
2717, 0
3706, 0
950, 0
1231, 0
4012, 0
24, 0
1815, 1
2081, 0
4620, 0
3302, 0
2642, 0
3786, 0
570, 0
3824, 0
2845, 0
4511, 0
1028, 0
4797, 0
3630, 0
2777, 0
2084, 0
497, 0
1706, 0
4558, 0
412, 0
4146, 0
1750, 0
4751, 0
2173, 0
3559, 0
3023, 0
621, 0
4491, 0
2787, 0
2358, 0
4702, 0
2687, 0
1377, 0
1678, 0
3707, 0
1017, 0
2077, 0
4361, 0
1858, 0
1565, 0
2963, 0
3849, 0
2598, 0
887, 0
462, 0
4396, 0
5447, 1
3810, 0
1393, 0
1825, 0
3460, 0
387, 0
793, 1
3189, 0
547, 0
3945, 0
3870, 0
2732, 0
6, 0
1201, 0
3009, 1
3225, 0
4644, 0
980, 0
421, 0
4784, 0
415, 0
1893, 0
3301, 0
556, 0
4716, 0
2029, 0
1456, 0
1092, 0
1801, 0
2757, 0
1295, 0
4239, 0
2686, 0
3792, 0
1793, 0
295, 0
2610, 0
4365, 0
3441, 0
2809, 1
1878, 0
2399, 0
220, 0
1525, 0
2744, 0
4876, 0
2272, 0
4648, 0
4349, 0
3616, 0
1153, 0
784, 0
4256, 0
1034, 0
1071, 0
4238, 0
167, 0
344, 0
1880, 0
3177, 0
2124, 1
4617, 0
230, 0
972, 0
882, 1
1077, 0
2956, 1
3767, 0
1781, 0
699, 0
2155, 1
2382, 0
3976, 1
54, 0
1405, 1
544, 0
720, 0
572, 0
3738, 0
4152, 0
2663, 0
3723, 0
3265, 0
4657, 2
2463, 1
4662, 0
3763, 0
2153, 0
660, 0
1046, 1
2936, 0
650, 0
3374, 0
2669, 0
3882, 0
371, 0
1317, 0
1491, 0
4920, 0
1672, 0
2970, 0
4277, 0
2858, 0
2946, 0
282, 0
3039, 0
3867, 0
1394, 0
2516, 0
4184, 0
2236, 0
1246, 0
1215, 0
2634, 0
3971, 0
3852, 1
2040, 0
1182, 0
3996, 0
1523, 0
2279, 0
1759, 0
4332, 0
3631, 3
4419, 0
1002, 0
2827, 0
3084, 0
582, 0
919, 0
2893, 0
2149, 0
4939, 0
3613, 0
3431, 0
2067, 0
4057, 0
3087, 0
4950, 0
539, 0
3961, 0
1657, 0
5421, 1
2038, 0
2204, 1
3502, 0
4161, 0
2285, 0
4345, 0
256, 0
2284, 0
4502, 0
2199, 0
3299, 0
414, 0
4571, 0
3590, 0
3061, 0
452, 0
3938, 0
2293, 0
641, 0
753, 0
254, 0
4177, 0
315, 0
814, 0
3677, 0
4514, 0
4569, 0
1595, 1
2362, 0
4275, 0
2933, 0
515, 0
162, 0
2980, 0
4901, 0
1244, 0
3403, 0
4990, 0
2154, 0
1820, 0
4718, 0
1148, 0
84, 0
3535, 0
2915, 0
4356, 0
4956, 0
2244, 0
2705, 0
425, 0
1833, 0
489, 0
4664, 0
2644, 0
3925, 0
3580, 0
4053, 0
4443, 1
3477, 0
135, 0
3240, 1
369, 0
2011, 0
4793, 0
1802, 0
4674, 0
924, 0
1841, 0
2862, 0
3828, 0
3328, 1
4529, 0
4023, 0
1905, 0
1785, 0
2666, 0
562, 0
1433, 0
3366, 0
4896, 0
789, 0
3611, 0
1843, 0
2618, 0
4176, 0
2120, 0
2510, 0
4785, 0
4635, 0
2064, 0
4677, 0
2405, 0
4316, 0
658, 0
2860, 0
88, 1
5029, 2
2673, 0
3416, 0
806, 0
4519, 0
3982, 0
4589, 1
3922, 1
3005, 0
1461, 0
454, 0
3462, 0
1579, 0
2015, 0
2319, 1
1601, 0
4480, 0
1376, 0
3687, 0
3085, 0
2527, 0
3012, 0
509, 0
1312, 0
441, 0
4891, 0
374, 0
2457, 0
3253, 0
855, 0
4221, 0
3200, 0
2786, 0
3762, 0
380, 0
218, 0
2924, 0
3331, 0
3436, 0
3618, 0
2923, 0
3554, 0
3213, 0
2571, 0
565, 1
48, 0
1466, 0
3956, 0
2808, 1
408, 0
2730, 0
1642, 1
173, 0
3842, 0
1351, 0
324, 0
1050, 0
2969, 0
1702, 1
2689, 0
2288, 0
1331, 0
670, 0
2025, 1
3872, 0
2553, 0
4391, 0
8, 0
1544, 0
4752, 0
1177, 0
3112, 0
2472, 0
3040, 1
2058, 0
2921, 0
3428, 0
271, 1
2595, 0
1044, 0
4865, 0
1787, 1
786, 0
4976, 0
351, 0
3572, 0
249, 0
1577, 0
2729, 1
1284, 0
2652, 0
2174, 0
4228, 0
3602, 0
2464, 0
3196, 0
1560, 0
1341, 2
1769, 0
1731, 0
325, 0
4538, 0
1901, 0
4437, 0
3699, 0
3199, 2
2929, 0
2434, 0
66, 0
701, 0
